filename,width,height,class,xmin,ymin,xmax,ymax
100001588.bmp,1131,819,ship,308,184,814,709
100001589.bmp,1027,734,ship,184,109,481,649
100001590.bmp,1045,766,ship,233,69,515,592
100001591.bmp,1060,729,ship,134,169,360,299
100001591.bmp,1060,729,ship,198,96,366,210
100001591.bmp,1060,729,ship,688,324,871,426
100001592.bmp,1067,785,ship,665,409,912,536
100001592.bmp,1067,785,ship,744,394,842,460
100001592.bmp,1067,785,ship,886,293,980,353
100001593.bmp,1107,821,ship,636,596,726,674
100001593.bmp,1107,821,ship,432,617,511,682
100001593.bmp,1107,821,ship,535,586,716,704
100001593.bmp,1107,821,ship,780,290,862,364
100001593.bmp,1107,821,ship,886,365,967,436
100001593.bmp,1107,821,ship,418,66,608,190
100001594.bmp,1029,802,ship,333,338,536,467
100001594.bmp,1029,802,ship,388,262,585,397
100001595.bmp,1075,773,ship,542,319,681,501
100001595.bmp,1075,773,ship,454,381,629,572
100001595.bmp,1075,773,ship,811,61,881,141
100001595.bmp,1075,773,ship,869,130,938,222
100001595.bmp,1075,773,ship,928,215,1002,296
100001596.bmp,1030,811,ship,230,211,272,297
100001596.bmp,1030,811,ship,198,311,250,401
100001596.bmp,1030,811,ship,604,144,653,370
100001597.bmp,1036,786,ship,415,427,603,563
100001597.bmp,1036,786,ship,390,524,577,661
100001597.bmp,1036,786,ship,619,241,824,379
100001598.bmp,907,717,ship,243,97,295,191
100001598.bmp,907,717,ship,120,266,227,511
100001598.bmp,907,717,ship,221,294,316,515
100001598.bmp,907,717,ship,284,362,317,397
100001599.bmp,957,806,ship,664,494,706,731
100001599.bmp,957,806,ship,751,40,788,264
100001600.bmp,1057,810,ship,282,322,652,518
100001600.bmp,1057,810,ship,624,591,692,691
100001600.bmp,1057,810,ship,593,574,672,679
100001601.bmp,1166,830,ship,719,48,992,509
100001601.bmp,1166,830,ship,835,185,1100,621
100001601.bmp,1166,830,ship,731,631,834,830
100001601.bmp,1166,830,ship,417,712,565,797
100001601.bmp,1166,830,ship,130,48,179,78
100001601.bmp,1166,830,ship,215,286,234,353
100001601.bmp,1166,830,ship,192,282,219,355
100001601.bmp,1166,830,ship,164,274,196,371
100001601.bmp,1166,830,ship,138,278,165,350
100001601.bmp,1166,830,ship,96,283,129,377
100001601.bmp,1166,830,ship,72,286,95,362
100001601.bmp,1166,830,ship,53,285,72,380
100001601.bmp,1166,830,ship,36,304,54,373
100001601.bmp,1166,830,ship,27,314,36,377
100001601.bmp,1166,830,ship,264,590,340,682
100001601.bmp,1166,830,ship,155,100,248,171
100001601.bmp,1166,830,ship,151,174,232,235
100001602.bmp,742,749,ship,39,263,126,413
100001602.bmp,742,749,ship,139,240,230,274
100001602.bmp,742,749,ship,133,266,286,312
100001602.bmp,742,749,ship,214,343,386,651
100001603.bmp,1169,834,ship,188,475,246,795
100001603.bmp,1169,834,ship,274,783,493,831
100001603.bmp,1169,834,ship,84,27,134,322
100001603.bmp,1169,834,ship,462,11,567,473
100001603.bmp,1169,834,ship,517,488,581,808
100001603.bmp,1169,834,ship,614,476,670,792
100001603.bmp,1169,834,ship,933,440,1023,783
100001603.bmp,1169,834,ship,1036,456,1098,789
100001603.bmp,1169,834,ship,904,59,976,383
100001603.bmp,1169,834,ship,1007,50,1074,412
100001604.bmp,1168,827,ship,173,134,213,398
100001604.bmp,1168,827,ship,187,482,238,752
100001604.bmp,1168,827,ship,282,754,502,783
100001604.bmp,1168,827,ship,536,499,583,757
100001604.bmp,1168,827,ship,609,490,651,740
100001604.bmp,1168,827,ship,514,83,558,337
100001604.bmp,1168,827,ship,589,98,648,408
100001604.bmp,1168,827,ship,928,43,979,298
100001604.bmp,1168,827,ship,996,33,1058,313
100001604.bmp,1168,827,ship,944,390,991,713
100001604.bmp,1168,827,ship,1026,397,1074,679
100001604.bmp,1168,827,ship,702,722,916,750
100001604.bmp,1168,827,ship,38,198,168,669
100001605.bmp,1148,825,ship,438,518,576,598
100001605.bmp,1148,825,ship,122,508,172,812
100001605.bmp,1148,825,ship,654,11,747,553
100001605.bmp,1148,825,ship,771,8,844,369
100001605.bmp,1148,825,ship,796,401,828,544
100001605.bmp,1148,825,ship,858,526,929,562
100001605.bmp,1148,825,ship,1052,529,1087,588
100001605.bmp,1148,825,ship,1064,611,1093,664
100001605.bmp,1148,825,ship,1044,681,1087,726
100001605.bmp,1148,825,ship,997,764,1044,816
100001606.bmp,950,803,ship,169,58,437,542
100001606.bmp,950,803,ship,524,271,723,743
100001607.bmp,1169,825,ship,491,311,677,646
100001607.bmp,1169,825,ship,699,163,873,491
100001607.bmp,1169,825,ship,784,142,933,464
100001607.bmp,1169,825,ship,299,399,447,642
100001607.bmp,1169,825,ship,594,263,823,649
100001608.bmp,1172,834,ship,309,170,438,660
100001608.bmp,1172,834,ship,154,482,213,747
100001608.bmp,1172,834,ship,235,75,289,194
100001608.bmp,1172,834,ship,595,50,723,464
100001608.bmp,1172,834,ship,742,68,787,293
100001608.bmp,1172,834,ship,741,508,784,720
100001608.bmp,1172,834,ship,694,508,744,722
100001608.bmp,1172,834,ship,613,506,656,708
100001609.bmp,1161,818,ship,335,89,1045,453
100001609.bmp,1161,818,ship,83,271,204,438
100001609.bmp,1161,818,ship,97,244,240,414
100001609.bmp,1161,818,ship,394,273,500,329
100001610.bmp,879,757,ship,206,165,467,338
100001610.bmp,879,757,ship,394,285,461,332
100001611.bmp,1161,815,ship,224,646,577,782
100001611.bmp,1161,815,ship,700,584,1045,717
100001611.bmp,1161,815,ship,169,334,511,449
100001611.bmp,1161,815,ship,588,228,869,321
100001611.bmp,1161,815,ship,436,25,963,265
100001611.bmp,1161,815,ship,5,121,82,287
100001612.bmp,1136,766,ship,106,196,466,347
100001612.bmp,1136,766,ship,505,61,871,204
100001612.bmp,1136,766,ship,495,534,663,603
100001612.bmp,1136,766,ship,690,463,852,541
100001612.bmp,1136,766,ship,841,389,1017,448
100001612.bmp,1136,766,ship,853,424,1028,493
100001612.bmp,1136,766,ship,975,463,1081,504
100001613.bmp,1167,818,ship,357,11,738,149
100001613.bmp,1167,818,ship,716,414,977,676
100001613.bmp,1167,818,ship,740,446,1012,718
100001613.bmp,1167,818,ship,812,505,1071,779
100001613.bmp,1167,818,ship,200,151,287,253
100001614.bmp,1057,787,ship,342,64,605,335
100001614.bmp,1057,787,ship,410,122,683,397
100001614.bmp,1057,787,ship,657,420,923,691
100001614.bmp,1057,787,ship,747,501,976,743
100001615.bmp,1044,774,ship,101,128,381,428
100001615.bmp,1044,774,ship,589,452,791,653
100001615.bmp,1044,774,ship,652,506,865,702
100001616.bmp,1036,721,ship,235,160,305,247
100001616.bmp,1036,721,ship,92,130,303,334
100001616.bmp,1036,721,ship,45,88,221,266
100001616.bmp,1036,721,ship,363,343,642,625
100001616.bmp,1036,721,ship,696,49,931,277
100001616.bmp,1036,721,ship,769,153,963,344
100001617.bmp,1186,832,ship,18,320,287,581
100001617.bmp,1186,832,ship,361,10,588,232
100001617.bmp,1186,832,ship,665,396,1074,811
100001617.bmp,1186,832,ship,880,478,1153,753
100001618.bmp,1131,797,ship,626,298,947,534
100001619.bmp,1051,806,ship,374,201,499,622
100001620.bmp,1033,808,ship,445,91,563,484
100001621.bmp,869,713,ship,237,470,640,572
100001622.bmp,947,764,ship,234,163,287,499
100001622.bmp,947,764,ship,413,424,497,478
100001623.bmp,1130,823,ship,563,45,790,711
100001624.bmp,1134,816,ship,152,164,335,488
100001624.bmp,1134,816,ship,455,51,627,378
100001624.bmp,1134,816,ship,647,445,784,709
100001625.bmp,1057,813,ship,272,166,384,324
100001625.bmp,1057,813,ship,410,430,499,595
100001625.bmp,1057,813,ship,526,601,608,760
100001625.bmp,1057,813,ship,492,619,578,781
100001625.bmp,1057,813,ship,798,392,977,732
100001625.bmp,1057,813,ship,608,27,784,348
100001625.bmp,1057,813,ship,587,139,652,239
100001625.bmp,1057,813,ship,704,86,743,187
100001626.bmp,1181,816,ship,61,215,360,429
100001626.bmp,1181,816,ship,9,293,313,510
100001626.bmp,1181,816,ship,520,492,819,704
100001626.bmp,1181,816,ship,503,531,796,739
100001626.bmp,1181,816,ship,442,595,749,811
100001626.bmp,1181,816,ship,987,64,1160,420
100001627.bmp,1135,807,ship,251,150,516,347
100001627.bmp,1135,807,ship,299,55,594,273
100001627.bmp,1135,807,ship,601,271,1047,586
100001627.bmp,1135,807,ship,638,420,932,629
100001628.bmp,1096,765,ship,36,338,271,512
100001628.bmp,1096,765,ship,76,266,167,333
100001628.bmp,1096,765,ship,647,211,954,442
100001629.bmp,967,617,ship,48,141,283,315
100001629.bmp,967,617,ship,85,72,325,235
100001629.bmp,967,617,ship,438,324,671,484
100001630.bmp,965,639,ship,198,109,493,321
100001630.bmp,965,639,ship,521,409,790,603
100001630.bmp,965,639,ship,559,367,815,559
100001630.bmp,965,639,ship,601,286,864,485
100001631.bmp,1087,809,ship,197,404,600,695
100001631.bmp,1087,809,ship,270,580,549,785
100001631.bmp,1087,809,ship,146,474,253,548
100001631.bmp,1087,809,ship,300,78,377,193
100001631.bmp,1087,809,ship,229,204,298,311
100001631.bmp,1087,809,ship,395,35,788,332
100001632.bmp,1123,830,ship,180,6,801,210
100001632.bmp,1123,830,ship,538,485,656,812
100001633.bmp,1051,740,ship,239,161,778,274
100001634.bmp,1019,803,ship,356,245,726,353
100001634.bmp,1019,803,ship,350,335,683,464
100001635.bmp,1155,833,ship,103,405,176,759
100001635.bmp,1155,833,ship,452,448,540,770
100001635.bmp,1155,833,ship,758,365,888,817
100001635.bmp,1155,833,ship,934,372,1034,829
100001635.bmp,1155,833,ship,574,41,644,361
100001636.bmp,869,712,ship,282,137,526,262
100001636.bmp,869,712,ship,199,281,382,629
100001636.bmp,869,712,ship,580,138,761,492
100001636.bmp,869,712,ship,765,534,845,630
100001637.bmp,1038,794,ship,136,225,318,578
100001637.bmp,1038,794,ship,727,43,900,393
100001638.bmp,1126,820,ship,247,355,477,776
100001638.bmp,1126,820,ship,127,45,273,319
100001638.bmp,1126,820,ship,195,17,273,121
100001638.bmp,1126,820,ship,763,249,971,621
100001638.bmp,1126,820,ship,862,186,1065,547
100001639.bmp,939,710,ship,535,239,691,532
100001639.bmp,939,710,ship,621,212,773,487
100001639.bmp,939,710,ship,772,38,893,111
100001639.bmp,939,710,ship,296,281,383,332
100001640.bmp,979,770,ship,117,251,279,569
100001640.bmp,979,770,ship,203,204,373,528
100001640.bmp,979,770,ship,587,61,738,336
100001641.bmp,713,798,ship,249,28,421,336
100001641.bmp,713,798,ship,221,310,490,763
100001642.bmp,1049,825,ship,251,626,522,802
100001642.bmp,1049,825,ship,202,426,612,781
100001642.bmp,1049,825,ship,633,209,799,516
100001642.bmp,1049,825,ship,184,172,241,317
100001642.bmp,1049,825,ship,493,76,541,112
100001642.bmp,1049,825,ship,409,119,466,158
100001642.bmp,1049,825,ship,343,112,374,159
100001642.bmp,1049,825,ship,307,49,339,98
100001642.bmp,1049,825,ship,296,4,323,39
100001642.bmp,1049,825,ship,579,72,652,186
100001642.bmp,1049,825,ship,638,13,887,477
100001642.bmp,1049,825,ship,251,714,379,804
100001643.bmp,896,665,ship,433,114,650,351
100001644.bmp,1073,802,ship,282,314,548,559
100001644.bmp,1073,802,ship,397,223,653,473
100001644.bmp,1073,802,ship,622,152,838,357
100001644.bmp,1073,802,ship,724,74,798,136
100001644.bmp,1073,802,ship,741,53,819,118
100001645.bmp,1072,711,ship,188,183,505,467
100001646.bmp,739,687,ship,188,231,480,486
100001647.bmp,1009,816,ship,855,72,1006,499
100001648.bmp,1089,778,ship,247,265,854,647
100001649.bmp,1182,817,ship,471,22,579,294
100001649.bmp,1182,817,ship,424,321,631,792
100001649.bmp,1182,817,ship,552,482,624,632
100001649.bmp,1182,817,ship,709,30,857,94
100001649.bmp,1182,817,ship,819,393,878,484
100001649.bmp,1182,817,ship,752,619,800,699
100001649.bmp,1182,817,ship,729,721,782,817
100001650.bmp,1164,830,ship,82,190,205,491
100001650.bmp,1164,830,ship,335,376,400,533
100001650.bmp,1164,830,ship,495,604,553,728
100001650.bmp,1164,830,ship,552,577,623,719
100001650.bmp,1164,830,ship,514,716,564,802
100001650.bmp,1164,830,ship,938,193,1064,516
100001650.bmp,1164,830,ship,619,140,664,235
100001650.bmp,1164,830,ship,643,149,680,233
100001650.bmp,1164,830,ship,661,154,701,234
100001650.bmp,1164,830,ship,685,59,724,153
100001650.bmp,1164,830,ship,748,187,773,226
100001650.bmp,1164,830,ship,709,76,797,215
100001651.bmp,1121,833,ship,248,491,331,793
100001651.bmp,1121,833,ship,656,483,745,797
100001651.bmp,1121,833,ship,640,16,721,311
100001651.bmp,1121,833,ship,717,367,847,806
100001651.bmp,1121,833,ship,169,87,257,387
100001651.bmp,1121,833,ship,246,44,336,354
100001652.bmp,1047,829,ship,80,514,176,791
100001652.bmp,1047,829,ship,170,511,229,747
100001652.bmp,1047,829,ship,27,192,111,410
100001652.bmp,1047,829,ship,149,101,344,175
100001652.bmp,1047,829,ship,514,334,628,672
100001652.bmp,1047,829,ship,406,95,476,332
100001652.bmp,1047,829,ship,742,17,844,315
100001652.bmp,1047,829,ship,828,380,922,658
100001653.bmp,1163,833,ship,45,517,116,764
100001653.bmp,1163,833,ship,118,502,187,750
100001653.bmp,1163,833,ship,264,396,399,445
100001653.bmp,1163,833,ship,980,430,1061,715
100001653.bmp,1163,833,ship,972,34,1063,341
100001654.bmp,1169,828,ship,253,27,326,501
100001654.bmp,1169,828,ship,753,144,1052,563
100001654.bmp,1169,828,ship,546,627,846,815
100001655.bmp,1150,813,ship,164,418,256,570
100001655.bmp,1150,813,ship,161,327,378,655
100001655.bmp,1150,813,ship,285,353,443,612
100001655.bmp,1150,813,ship,321,207,531,511
100001655.bmp,1150,813,ship,390,172,487,320
100001655.bmp,1150,813,ship,478,148,674,459
100001655.bmp,1150,813,ship,726,159,813,250
100001656.bmp,1131,815,ship,392,326,536,621
100001656.bmp,1131,815,ship,382,396,459,561
100001656.bmp,1131,815,ship,459,275,606,575
100001656.bmp,1131,815,ship,230,499,275,588
100001656.bmp,1131,815,ship,648,76,809,324
100001656.bmp,1131,815,ship,693,76,756,151
100001656.bmp,1131,815,ship,180,521,230,608
100001657.bmp,873,700,ship,191,191,554,392
100001658.bmp,826,684,ship,443,138,643,522
100001659.bmp,1197,828,ship,604,363,684,717
100001659.bmp,1197,828,ship,804,157,899,573
100001659.bmp,1197,828,ship,533,524,567,714
100001659.bmp,1197,828,ship,516,148,546,343
100001659.bmp,1197,828,ship,585,152,623,324
100001659.bmp,1197,828,ship,231,523,265,695
100001659.bmp,1197,828,ship,303,480,332,668
100001659.bmp,1197,828,ship,1056,452,1079,524
100001659.bmp,1197,828,ship,947,43,1031,329
100001660.bmp,914,771,ship,366,178,877,696
100001661.bmp,1201,792,ship,482,182,661,514
100001661.bmp,1201,792,ship,832,30,1013,351
100001661.bmp,1201,792,ship,1082,488,1168,651
100001661.bmp,1201,792,ship,85,315,306,768
100001661.bmp,1201,792,ship,219,259,458,721
100001662.bmp,1234,824,ship,34,439,207,794
100001662.bmp,1234,824,ship,456,41,752,266
100001662.bmp,1234,824,ship,901,368,1185,604
100001662.bmp,1234,824,ship,832,438,1142,682
100001663.bmp,1103,830,ship,213,343,464,550
100001663.bmp,1103,830,ship,264,272,503,463
100001663.bmp,1103,830,ship,558,496,807,693
100001663.bmp,1103,830,ship,515,581,758,772
100001663.bmp,1103,830,ship,484,72,780,295
100001663.bmp,1103,830,ship,556,19,795,205
100001663.bmp,1103,830,ship,827,240,1028,387
100001663.bmp,1103,830,ship,926,390,1000,450
100001664.bmp,1119,823,ship,452,621,673,802
100001664.bmp,1119,823,ship,729,583,856,733
100001664.bmp,1119,823,ship,297,42,546,241
100001665.bmp,1130,829,ship,87,530,331,736
100001665.bmp,1130,829,ship,194,430,621,796
100001665.bmp,1130,829,ship,708,511,793,642
100001665.bmp,1130,829,ship,693,153,899,309
100001665.bmp,1130,829,ship,973,25,1037,71
100001665.bmp,1130,829,ship,945,229,984,279
100001666.bmp,1205,839,ship,71,635,597,826
100001666.bmp,1205,839,ship,97,535,615,710
100001666.bmp,1205,839,ship,212,19,343,333
100001666.bmp,1205,839,ship,748,101,1082,480
100001667.bmp,859,683,ship,478,122,669,498
100001668.bmp,1212,826,ship,154,494,426,799
100001668.bmp,1212,826,ship,218,255,451,492
100001668.bmp,1212,826,ship,26,665,71,714
100001668.bmp,1212,826,ship,29,547,59,582
100001668.bmp,1212,826,ship,43,543,73,573
100001669.bmp,928,816,ship,331,216,434,685
100001670.bmp,1067,780,ship,298,70,456,699
100001671.bmp,785,673,ship,203,100,344,508
100001672.bmp,1010,829,ship,641,22,854,472
100001672.bmp,1010,829,ship,776,65,999,530
100001672.bmp,1010,829,ship,692,539,817,818
100001673.bmp,810,662,ship,101,133,286,526
100001673.bmp,810,662,ship,437,226,621,637
100001673.bmp,810,662,ship,542,267,713,632
100001674.bmp,813,676,ship,159,25,310,394
100001674.bmp,813,676,ship,560,203,642,387
100001674.bmp,813,676,ship,568,193,730,576
100001675.bmp,1167,821,ship,175,245,348,612
100001675.bmp,1167,821,ship,782,184,956,757
100001675.bmp,1167,821,ship,933,210,1036,591
100001676.bmp,1206,810,ship,75,752,179,800
100001676.bmp,1206,810,ship,541,636,728,696
100001676.bmp,1206,810,ship,270,294,362,685
100001676.bmp,1206,810,ship,359,290,457,659
100001676.bmp,1206,810,ship,704,298,797,636
100001676.bmp,1206,810,ship,767,290,857,631
100001676.bmp,1206,810,ship,865,242,953,624
100001676.bmp,1206,810,ship,1036,585,1191,637
100001677.bmp,1195,823,ship,94,528,156,810
100001677.bmp,1195,823,ship,145,527,205,801
100001677.bmp,1195,823,ship,229,490,300,797
100001677.bmp,1195,823,ship,166,66,232,363
100001677.bmp,1195,823,ship,477,42,560,361
100001677.bmp,1195,823,ship,565,42,647,360
100001677.bmp,1195,823,ship,875,40,982,397
100001677.bmp,1195,823,ship,970,25,1055,316
100001677.bmp,1195,823,ship,1044,415,1102,651
100001677.bmp,1195,823,ship,354,763,485,813
100001677.bmp,1195,823,ship,1006,587,1049,686
100001678.bmp,1238,837,ship,198,496,267,823
100001678.bmp,1238,837,ship,268,486,349,804
100001678.bmp,1238,837,ship,139,148,217,423
100001678.bmp,1238,837,ship,218,126,294,433
100001678.bmp,1238,837,ship,508,17,587,323
100001678.bmp,1238,837,ship,874,431,1005,488
100001678.bmp,1238,837,ship,1152,138,1210,372
100001678.bmp,1238,837,ship,608,4,742,465
100001679.bmp,1207,830,ship,52,225,342,700
100001679.bmp,1207,830,ship,133,159,414,602
100001679.bmp,1207,830,ship,885,274,969,799
100001680.bmp,987,804,ship,339,428,473,657
100001680.bmp,987,804,ship,395,603,465,707
100001680.bmp,987,804,ship,460,499,554,655
100001680.bmp,987,804,ship,640,128,798,448
100001680.bmp,987,804,ship,731,200,806,370
